Pic50
7.886056648
6.0
6.0
3.602059991
8.031517051
7.337242168
4.552841969
6.619788758
7.0
6.93930216
4.823908741
7.552841969
7.769551079
6.437707136
3.602059991
7.301029996
6.970616222
6.193820026
8.15490196
7.657577319
8.431798276
5.124938737
6.853871964
6.93930216
8.537602002
5.0
6.397940009
6.083546051
6.229147988
3.602059991
8.619788758
6.209714836
3.823908741
7.0
9.045757491
8.37675071
7.346787486
6.619788758
8.537602002
8.698970004
9.585026652
9.397940009
6.661543506
4.795880017
3.823908741
8.698970004
8.259637311
7.769551079
8.142667504
7.602059991
7.853871964
8.721246399
7.585026652
8.958607315
7.602059991
8.769551079
7.356547324
3.823908741
7.017728767
4.013228266
7.93930216
7.318758763
6.958607315
3.823908741
7.920818754
3.906578315
8.823908741
5.769551079
8.638272164
7.935542011
3.602059991
8.602059991
5.537602002
5.899629455
6.086186148
6.446116973
6.37675071
5.785156152
4.895171596
7.200659451
3.602059991
3.841637508
6.017728767
8.113509275
6.236572006
8.301029996
8.065501549
6.537602002
6.876148359
8.494850022
9.37675071
5.853871964
6.22184875
6.950781977
7.229147988
3.823908741
3.602059991
3.602059991
7.931814138
8.552841969
6.453457337
7.860120914
9.15490196
7.13667714
8.522878745
6.107905397
7.795880017
8.301029996
6.823908741
8.0
8.167491087
8.823908741
6.494850022
6.498940738
8.346787486
7.48148606
6.065501549
6.585026652
6.452225295
9.747132029
8.008773924
6.366531544
3.552841969
9.455931956
8.698970004
7.886056648
7.065501549
6.73754891
7.958607315
6.22184875
8.657577319
5.537602002
6.325138859
7.013228266
6.657577319
8.823908741
7.537602002
7.552841969
8.585026652
8.522878745
6.318758763
6.910094889
8.207608311
9.301029996
9.337242168
9.259637311
9.445331711
7.602059991
6.756961951
8.795880017
8.795880017
3.823908741
5.823908741
8.187086643
7.602059991
8.397940009
3.841637508
6.180456064
4.465339424
5.920818754
7.0
8.251811973
6.0
4.283996656
8.602059991
8.148741651
4.420216403
7.214670165
7.173925197
8.301029996
7.698970004
4.698970004
6.777283529
8.508638306
6.754487332
7.920818754
6.522878745
3.602059991
6.853871964
6.769551079
3.602059991
5.769551079
6.882728704
6.632644079
6.0
7.397940009
4.958607315
8.397940009
8.455931956
8.48148606
8.148741651
3.602059991
8.096910013
8.455931956
8.823908741
6.853871964
7.552841969
7.744727495
3.602059991
8.420216403
6.26760624
6.468521083
7.522878745
8.769551079
9.15490196
8.431798276
4.657577319
8.193820026
9.522878745
9.22184875
6.00656377
7.48148606
8.110026362
6.688246139
9.22184875
8.27572413
7.397940009
8.508638306
8.795880017
8.769551079
5.096910013
8.102372909
3.823908741
6.260427656
3.823908741
7.468521083
7.552841969
6.331347748
7.397940009
5.886056648
6.876148359
7.958607315
6.301029996
8.229147988
6.341988603
8.698970004
7.903089987
6.080921908
8.795880017
3.68613278
6.289882635
4.709965389
7.346787486
7.657577319
7.48148606
4.945004138
5.259637311
5.954677021
6.396373728
7.853871964
3.66756154
5.552841969
6.476253533
6.049148541
7.619788758
