Pic50
8.537602002
9.301029996
6.236572006
8.769551079
8.769551079
8.522878745
8.522878745
6.73754891
7.93930216
7.860120914
6.777283529
6.396373728
7.065501549
3.823908741
9.337242168
6.823908741
6.853871964
5.899629455
8.346787486
4.465339424
7.935542011
6.910094889
8.0
7.48148606
4.945004138
6.498940738
7.346787486
9.37675071
3.602059991
7.698970004
6.017728767
8.823908741
7.337242168
7.356547324
6.325138859
7.602059991
6.0
3.906578315
4.958607315
8.301029996
8.508638306
7.903089987
6.209714836
7.769551079
8.37675071
6.229147988
6.661543506
6.494850022
6.853871964
7.886056648
6.950781977
8.508638306
3.66756154
8.721246399
3.68613278
3.823908741
9.445331711
6.260427656
6.37675071
9.397940009
9.747132029
8.397940009
4.895171596
8.795880017
6.397940009
5.259637311
7.173925197
6.452225295
8.096910013
6.318758763
7.886056648
6.0
5.785156152
8.259637311
6.453457337
9.15490196
5.920818754
6.632644079
6.049148541
7.931814138
7.346787486
7.318758763
8.420216403
8.207608311
7.552841969
7.853871964
4.709965389
6.083546051
6.876148359
8.031517051
3.552841969
3.823908741
7.602059991
6.882728704
8.585026652
6.958607315
8.823908741
7.958607315
7.958607315
8.455931956
3.602059991
7.552841969
7.920818754
3.823908741
8.148741651
3.841637508
9.585026652
9.455931956
8.187086643
6.93930216
6.331347748
8.27572413
3.841637508
8.698970004
6.688246139
7.769551079
7.229147988
8.823908741
8.251811973
4.795880017
9.259637311
7.920818754
3.602059991
6.107905397
8.958607315
7.013228266
6.301029996
7.744727495
6.080921908
7.602059991
4.283996656
3.602059991
9.045757491
7.48148606
6.619788758
4.698970004
8.167491087
5.853871964
8.113509275
7.397940009
8.229147988
8.494850022
7.0
6.437707136
4.013228266
5.096910013
5.537602002
6.193820026
4.420216403
5.537602002
7.468521083
6.657577319
9.522878745
8.698970004
3.823908741
7.602059991
8.301029996
7.853871964
7.48148606
6.754487332
8.110026362
8.48148606
5.552841969
8.193820026
7.552841969
8.301029996
7.017728767
8.795880017
8.142667504
6.876148359
5.124938737
3.823908741
8.769551079
7.0
5.954677021
8.397940009
3.602059991
6.22184875
6.619788758
6.180456064
6.289882635
6.0
7.585026652
8.795880017
8.657577319
3.823908741
7.13667714
8.552841969
6.065501549
6.537602002
7.522878745
6.086186148
9.22184875
6.00656377
6.366531544
7.619788758
8.431798276
8.455931956
8.602059991
7.795880017
3.602059991
6.22184875
6.769551079
9.15490196
