loss,r2_score,val_loss,val_r2_score
46.416805267333984,-17.130130767822266,36.76362609863281,-15.007902145385742
28.98102378845215,-10.319843292236328,16.579994201660156,-6.219389915466309
9.62727165222168,-2.760364532470703,5.5137858390808105,-1.400855541229248
5.54026985168457,-1.1639866828918457,8.850269317626953,-2.8536527156829834
5.08104944229126,-0.9846327304840088,4.62472677230835,-1.0137345790863037
3.1619622707366943,-0.23504674434661865,4.734984874725342,-1.061743974685669
3.3049046993255615,-0.2908763885498047,4.021902084350586,-0.751247763633728
2.6267879009246826,-0.026003122329711914,3.909092664718628,-0.7021274566650391
2.618345260620117,-0.022710323333740234,3.7213447093963623,-0.6203768253326416
2.277301549911499,0.11049938201904297,3.1534676551818848,-0.3731074333190918
2.0471534729003906,0.200391948223114,2.8938474655151367,-0.26006150245666504
1.928781509399414,0.24662929773330688,2.6401584148406982,-0.14959824085235596
1.7418482303619385,0.31964433193206787,2.397674560546875,-0.0440140962600708
1.5787254571914673,0.3833591341972351,2.1146535873413086,0.07922106981277466
1.472502589225769,0.42484915256500244,1.921385645866394,0.1633753776550293
1.4060298204421997,0.45081430673599243,1.756775975227356,0.23505091667175293
1.2905861139297485,0.4959046244621277,1.6219011545181274,0.293779194355011
1.2386277914047241,0.5161981582641602,1.5291520357131958,0.33416473865509033
1.188321590423584,0.5358507633209229,1.4868251085281372,0.3525950312614441
1.1098308563232422,0.566506564617157,1.311921238899231,0.4287530779838562
1.053765058517456,0.5884056091308594,1.3106220960617065,0.42931878566741943
1.0190885066986084,0.6019490957260132,1.2513762712478638,0.45511603355407715
0.9813886880874634,0.6166753768920898,1.1819332838058472,0.4853534698486328
0.9502292275428772,0.6288460493087769,1.2498630285263062,0.4557749032974243
0.9087761044502258,0.6450382471084595,1.1841932535171509,0.48436933755874634
0.8519692420959473,0.6672258377075195,1.1224404573440552,0.5112582445144653
0.833591878414154,0.674403190612793,1.1003276109695435,0.5208868384361267
0.7917584180831909,0.6907452344894409,1.0542194843292236,0.5409635305404663
0.7549198865890503,0.7051334381103516,1.043381929397583,0.5456825494766235
0.7795954942703247,0.6954945921897888,0.9711160659790039,0.5771490931510925
0.7204219102859497,0.7186074256896973,0.9048547744750977,0.6060011386871338
0.7180386185646057,0.7195383310317993,0.9786486029624939,0.5738692283630371
0.7830855250358582,0.6941313743591309,0.99590665102005,0.5663546323776245
0.6495338678359985,0.7462959289550781,0.8915589451789856,0.6117904782295227
0.6028432250022888,0.7645324468612671,1.0348018407821655,0.549418568611145
0.6765552759170532,0.7357409000396729,0.9050002694129944,0.6059377193450928
0.6758705377578735,0.7360089421272278,0.874021589756012,0.6194267272949219
0.574485182762146,0.7756089568138123,0.9535368084907532,0.584803581237793
0.6000702381134033,0.7656155824661255,0.8432657122612,0.6328186988830566
0.5520138144493103,0.7843871712684631,0.8318756818771362,0.6377782225608826
0.5366657376289368,0.7903825044631958,0.8259642720222473,0.6403522491455078
0.548671305179596,0.7856922149658203,0.8246526718139648,0.6409233212471008
0.5622352361679077,0.7803941965103149,0.8095749616622925,0.6474885940551758
0.5764213800430298,0.7748526334762573,0.8234412670135498,0.6414507627487183
0.502739667892456,0.8036321401596069,0.7885926365852356,0.6566248536109924
0.5049516558647156,0.8027693033218384,0.8236233592033386,0.641371488571167
0.4728229343891144,0.8153175115585327,0.8105853199958801,0.6470486521720886
0.49469509720802307,0.8067749738693237,0.8166360855102539,0.644413948059082
0.4830475449562073,0.8113244771957397,0.8102838397026062,0.647179901599884
0.4538479745388031,0.822729229927063,0.8503222465515137,0.6297460794448853
0.45202794671058655,0.8234413862228394,0.7996590733528137,0.6518062353134155
0.44177326560020447,0.8274459838867188,0.8052339553833008,0.649378776550293
